,SKU,SKU Seller,Custo Médio
837,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40,6.0
838,AS-F-Preto-Donuts-35-40,AS-F-Kit 1 Par Sortido-35-40,6.0
839,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40,6.0
840,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40*3,6.0
841,AS-F-Cinza-Floco-De-Neve-35-40,AS-F-Cinza-Floco-De-Neve-35-40,25.0
842,AS-F-Cinza-Floco-De-Neve-35-40,AS-F-Cinza-Floco-De-Neve-35-40,25.0
843,AS-F-Cinza-Floco-De-Neve-35-40,AS-F-Cinza-Floco-De-Neve-35-40,25.0
844,AS-F-Cinza-Floco-De-Neve-35-40,AS-F-Cinza-Floco-De-Neve-35-40,25.0
845,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40,25.0
846,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40,25.0
847,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40,25.0
848,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40,25.0
849,AS-F-Rosa-Hamster-35-40,AS-F-Rosa-Hamster-35-40,25.0
850,AS-F-Rosa-Hamster-35-40,AS-F-Rosa-Hamster-35-40,25.0
851,AS-F-Rosa-Hamster-35-40,AS-F-Rosa-Hamster-35-40,25.0
852,AS-F-Rosa-Hamster-35-40,AS-F-Rosa-Hamster-35-40,25.0
853,AS-F-Cinza-Cupcake-35-40,AS-F-Cinza-Cupcake-35-40,25.0
854,AS-F-Cinza-Cupcake-35-40,AS-F-Cinza-Cupcake-35-40,25.0
855,AS-F-Cinza-Cupcake-35-40,AS-F-Cinza-Cupcake-35-40,25.0
856,AS-F-Preto-Rena-35-40,AS-F-Preto-Rena-35-40,25.0
857,AS-F-Preto-Rena-35-40,AS-F-Preto-Rena-35-40,25.0
858,AS-F-Preto-Rena-35-40,AS-F-Preto-Rena-35-40,25.0
859,AS-F-Rosa-Algodao-Doce-35-40,AS-F-Rosa-Algodao-Doce-35-40,18.0
860,AS-F-Rosa-Algodao-Doce-35-40,AS-F-Rosa-Algodao-Doce-35-40,18.0
861,AS-F-Rosa-Algodao-Doce-35-40,AS-F-Rosa-Algodao-Doce-35-40,18.0
862,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40,18.0
863,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40,18.0
864,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40,18.0
865,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40,18.0
866,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40,18.0
867,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40,18.0
868,AS-F-Rosa-Melancia -35-40,AS-F-Rosa-Melancia -35-40,18.0
869,AS-F-Rosa-Melancia -35-40,AS-F-Rosa-Melancia -35-40,18.0
870,AS-F-Rosa-Melancia -35-40,AS-F-Rosa-Melancia -35-40,18.0
871,CM-F-K01-Rosa-35-40,CM-F-K01-Rosa-35-40,18.0
872,CM-F-K01-Preto-35-40,CM-F-K01-Preto-35-40,27.3235
873,QS-LM-VC01-Azul-Fosco -35-40,QS-LM-VC01-Azul-Fosco -35-40,6.0
874,QS-LM-VC01-Azul-Fosco -35-40,QS-LM-VC01-Azul-Fosco -35-40,6.0
875,QS-LM-VC01-Azul-Fosco -35-40,QS-LM-VC01-Azul-Fosco -35-40,6.0
876,QS-LM-VC01-Azul-Fosco -35-40,QS-LM-VC01-Azul-Fosco -35-40,6.0
877,QS-LM-VC01-Lilas -35-40,QS-LM-VC01-Lilas -35-40,6.0
878,QS-LM-VC01-Lilas -35-40,QS-LM-VC01-Lilas -35-40,6.0
879,QS-LM-VC01-Lilas -35-40,QS-LM-VC01-Lilas -35-40,6.0
880,QS-LM-VC01-Lilas -35-40,QS-LM-VC01-Lilas -35-40,6.0
881,QS-LM-VC01-Lilas -35-40,QS-LM-VC01-Lilas -35-40,6.0
882,QS-LM-VC01-Rosa-35-40,QS-LM-VC01-Rosa-35-40,6.0
883,QS-LM-VC01-Rosa-35-40,QS-LM-VC01-Rosa-35-40,6.0
884,QS-LM-VC01-Rosa-35-40,QS-LM-VC01-Rosa-35-40,6.0
885,QS-LM-VC01-Rosa-35-40,QS-LM-VC01-Rosa-35-40,6.0
886,QS-LM-VC01-Rosa-35-40,QS-LM-VC01-Rosa-35-40,6.0
887,QS-LM-VC01-Pink -35-40,QS-LM-VC01-Pink -35-40,6.0
888,QS-LM-VC01-Pink -35-40,QS-LM-VC01-Pink -35-40,6.0
889,QS-LM-VC01-Pink -35-40,QS-LM-VC01-Pink -35-40,6.0
890,QS-LM-VC01-Pink -35-40,QS-LM-VC01-Pink -35-40,6.0
891,QS-LM-VC01-Roxo -35-40,QS-LM-VC01-Roxo -35-40,6.0
892,QS-LM-VC01-Roxo -35-40,QS-LM-VC01-Roxo -35-40,6.0
893,QS-LM-VC01-Roxo -35-40,QS-LM-VC01-Roxo -35-40,6.0
894,QS-LM-VC01-Roxo -35-40,QS-LM-VC01-Roxo -35-40,6.0
895,QS-LM-VC01-Lavanda-35-40,QS-LM-VC01-Lavanda-35-40,6.0
896,QS-LM-VC01-Lavanda-35-40,QS-LM-VC01-Lavanda-35-40,6.0
897,QS-LM-VC01-Lavanda-35-40,QS-LM-VC01-Lavanda-35-40,6.0
898,QS-LM-VC01-Lavanda-35-40,QS-LM-VC01-Lavanda-35-40,6.0
899,QS-LM-VC01-Lavanda-35-40,QS-LM-VC01-Roxo -35-40,6.0
900,QS-LM-VC01-Lavanda-35-40,QS-LM-VC01-Lavanda-35-40,6.0
901,QS-LM-VC01-Ciano-35-40,QS-LM-VC01-Ciano-35-40,6.0
902,QS-LM-VC01-Ciano-35-40,QS-LM-VC01-Ciano-35-40,6.0
903,QS-LM-VC01-Ciano-35-40,QS-LM-VC01-Ciano-35-40,6.0
904,QS-LM-VC01-Ciano-35-40,QS-LM-VC01-Ciano-35-40,6.0
905,QS-LM-VC01-Ciano-35-40,QS-LM-VC01-Ciano-35-40,6.0
906,QS-LM-VC01-Amarelo -35-40,QS-LM-VC01-Amarelo -35-40,6.0
907,QS-LM-VC01-Amarelo -35-40,QS-LM-VC01-Amarelo -35-40,6.0
908,QS-LM-VC01-Amarelo -35-40,QS-LM-VC01-Amarelo -35-40,6.0
909,QS-LM-VC01-Amarelo -35-40,QS-LM-VC01-Amarelo -35-40,6.0
910,QS-LM-VC01-Amarelo -35-40,QS-LM-VC01-Amarelo -35-40,6.0
911,QS-LM-VC01-Bege-35-40,QS-LM-VC01-Bege-35-40,4.0
912,QS-LM-VC01-Bege-35-40,QS-LM-VC01-Bege-35-40,4.0
913,QS-LM-VC01-Bege-35-40,QS-LM-VC01-Bege-35-40,4.0
914,QS-LM-VC01-Bege-35-40,QS-LM-VC01-Bege-35-40,4.0
915,QS-LM-VC01-Bege-35-40,QS-LM-VC01-Bege-35-40,4.0
916,QS-LM-VC01-Verde-Musgo-35-40,QS-LM-VC01-Verde-Musgo-35-40,26.0
917,QS-LM-VC01-Verde-Musgo-35-40,QS-LM-VC01-Verde-Musgo-35-40,26.0
918,QS-LM-VC01-Verde-Musgo-35-40,QS-LM-VC01-Verde-Musgo-35-40,26.0
919,QS-LM-VC01-Verde-Musgo-35-40,QS-LM-VC01-Verde-Musgo-35-40,26.0
920,QS-LM-VC01-Verde-Lima-35-40,QS-LM-VC01-Verde-Lima-35-40,26.0
921,QS-LM-VC01-Verde-Lima-35-40,QS-LM-VC01-Verde-Lima-35-40,26.0
922,QS-LM-VC01-Verde-Lima-35-40,QS-LM-VC01-Verde-Lima-35-40,26.0
923,QS-LM-VC01-Verde-Lima-35-40,QS-LM-VC01-Verde-Lima-35-40,26.0
924,QS-LM-VC01-Verde-Escuro -35-40,QS-LM-VC01-Verde-Escuro -35-40,26.0
925,QS-LM-VC01-Verde-Escuro -35-40,QS-LM-VC01-Verde-Escuro -35-40,26.0
926,QS-LM-VC01-Verde-Escuro -35-40,QS-LM-VC01-Verde-Escuro -35-40,26.0
927,QS-LM-VC01-Verde-Escuro -35-40,QS-LM-VC01-Verde-Escuro -35-40,26.0
928,QS-LM-F02-35-40-Roxo,QS-LM-F02-35-40-Roxo,26.0
929,QS-LM-F02-35-40-Roxo,QS-LM-F02-35-40-Roxo,26.0
930,QS-LM-F02-35-40-Roxo,QS-LM-F02-35-40-Roxo,26.0
931,QS-LM-F02-35-40-Roxo,QS-LM-F02-Roxo Gradiente-35-42-2 Pares,26.0
932,QS-LM-F02-35-40-Azul,QS-LM-F02-35-40-Azul,26.8
933,QS-LM-F02-35-40-Azul,QS-LM-F02-35-40-Azul,26.8
934,QS-LM-F02-35-40-Azul,QS-LM-F02-35-40-Azul,26.8
935,QS-LM-F02-35-40-Azul,QS-LM-F02-Azul Gradiente-35-42-4 pares,26.8
936,QS-LM-F02-35-40-Azul,QS-LM-F02-Azul Gradiente-35-42-2 Pares,26.8
937,QS-LM-F02-35-40-Azul,QS-LM-F02-Azul Gradiente-35-42-1 Par,26.8
938,QS-LM-F02-35-40-Amarelo,QS-LM-F02-35-40-Amarelo,26.0
939,QS-LM-F02-35-40-Amarelo,QS-LM-F02-35-40-Amarelo,26.0
940,QS-LM-F02-35-40-Amarelo,QS-LM-F02-35-40-Amarelo,26.0
941,QS-LM-F02-35-40-Amarelo,QS-LM-F02-35-40-Amarelo,26.0
942,QS-LM-F02-35-40-Amarelo,QS-LM-F02-Amarelo Gradiente-35-42-1 Par,26.0
943,QS-LM-F02-35-40-Verde,QS-LM-F02-35-40-Verde,10.0
944,QS-LM-F02-35-40-Verde,QS-LM-F02-35-40-Verde,10.0
945,QS-LM-F02-35-40-Verde,QS-LM-F02-35-40-Verde,10.0
946,QS-LM-F02-35-40-Verde,QS-LM-F02-Verde Gradiente-35-42-1 Par,10.0
947,QS-LM-F02-35-40-Preto,QS-LM-F02-35-40-Preto,10.0
948,QS-LM-F02-35-40-Preto,QS-LM-F02-35-40-Preto,10.0
949,QS-LM-F02-35-40-Preto,QS-LM-F02-35-40-Preto,10.0
950,QS-LM-F02-35-40-Branco,QS-LM-F02-35-40-Branco,10.0
951,QS-LM-F02-35-40-Branco,QS-LM-F02-35-40-Branco,10.0
952,QS-LM-F02-35-40-Branco,QS-LM-F02-35-40-Branco,10.0
953,LM-FX01-Creme-35-40,LM-FX01-Creme-35-40,10.0
954,LM-FX01-Rosa-35-40,LM-FX01-Rosa-35-40,10.0
955,LM-FX01-Azul -35-40,LM-FX01-Azul -35-40,10.0
956,LM-FX01-Cinza-35-40,LM-FX01-Cinza-35-40,10.0
957,LM-FX01-Verde-35-40,LM-FX01-Verde-35-40,10.0
958,LM-FX01-Preto-35-40,LM-FX01-Preto-35-40,10.0
959,LG-MB-Branco-40-46,LG-MB-Branco-40-46,3.25
960,LG-MP-Preto-40-46,LG-MP-Preto-40-46,1.3333
961,HM-BAF-Rosa-35-41,HM-BAF-Rosa-35-41,3.75
962,HM-BAF-Rosa-35-41,HM-BAF-Rosa-35-41,3.75
963,HM-BAF-Rosa-35-41,HM-BAF-Rosa-1 Par,3.75
964,HM-BAF-Rosa-35-41,HM-BAF-PINK,3.75
965,HM-BAF-Rosa-35-41,HM-BAF-Rosa-1 Par,3.75
966,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41,1.25
967,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41,1.25
968,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41,1.25
969,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41,1.25
970,HM-BAF-Preto-35-41,HM-BAF-Preto-1 Par,1.25
971,HM-BAF-Preto-35-41,HM-BAF-Preto-1 Par,1.25
972,HM-BAF-Preto-35-41,HM-BAF-PRETO,1.25
973,HM-BAF-Chumbo -35-41,HM-BAF-Chumbo -35-41,1.0833
974,HM-BAF-Chumbo -35-41,HM-BAF-Chumbo -35-41,1.0833
975,HM-BAF-Chumbo -35-41,HM-BAF-Cores Sortidas-1 Par,1.0833
976,HM-BAF-Chumbo -35-41,HM-BAF-GRAFITE,1.0833
977,HM-BAF-Chumbo -35-41,HM-BAF-Chumbo -35-41,1.0833
978,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,1.3333
979,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,1.3333
980,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,1.3333
981,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,1.3333
982,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40,1.3333
983,SPTD-F-Preto-Cinza-Pink-35-40,SPTD-F-Preto-Cinza-Pink-35-40,2.997
984,SPTD-F-Preto-Cinza-Pink-35-40,SPTD-F-Preto-Cinza-Pink-35-40,2.997
985,SPTD-F-Preto-Cinza-Pink-35-40,SPTD-F-Preto-Cinza-Pink-35-40,2.997
986,SPTD-F-Preto-Cinza-Pink-35-40,SPTD-F-Preto-Cinza-Pink-35-40,2.997
987,SPTD-F-Azul-Lavanda-Rosa-35-40,SPTD-F-Azul-Lavanda-Rosa-35-40,0.9167
988,SPTD-F-Azul-Lavanda-Rosa-35-40,SPTD-F-Azul-Lavanda-Rosa-35-40,0.9167
989,SPTD-F-Azul-Lavanda-Rosa-35-40,SPTD-F-Azul-Lavanda-Rosa-35-40,0.9167
990,SPTD-F-Azul-Lavanda-Rosa-35-40,SPTD-F-Azul-Lavanda-Rosa-35-40,0.9167
991,SPTD-F-Azul-Lavanda-Rosa-35-40,SPTD-F-Sortidas Femininas-34-40-3 Pares,0.9167
992,SPTD-F-Caqui-Rosa-Chumbo-35-40,SPTD-F-Caqui-Rosa-Chumbo-35-40,1.0833
993,SPTD-F-Caqui-Rosa-Chumbo-35-40,SPTD-F-Caqui-Rosa-Chumbo-35-40,1.0833
994,SPTD-F-Caqui-Rosa-Chumbo-35-40,SPTD-F-Caqui-Rosa-Chumbo-35-40,1.0833
995,SPTD-F-Caqui-Rosa-Chumbo-35-40,SPTD-F-Caqui-Rosa-Chumbo-35-40,1.0833
996,SPTD-F-Caqui-Rosa-Chumbo-35-40,SPTD-F-Caqui-Rosa-Chumbo-35-40,1.0833
997,LM-MX01-Vaca-40-46,LM-MX01-Vaca-40-46,1.25
998,LM-MX01-Creme Crush -40-46,LM-MX01-Creme Crush -40-46,1.2472
999,LM-MX01-Zebra-40-46,LM-MX01-Zebra-40-46,1.25
1000,LM-MX01-Creme Planeta -40-46,LM-MX01-Creme Planeta -40-46,5.9286
1001,LM-MX01-Preto Planeta-40-46,LM-MX01-Preto Planeta-40-46,5.9286
1002,LM-MX01-Preto Crush -40-46,LM-MX01-Preto Crush -40-46,4.5
